x0,x1,x2,x3,x4,x5,y
0.08053139541219966,-1.7897496091284706,0.6630884978322742,0.25438981879920103,0.2522512238122187,0.24913373411459538,-30.59165377926226
0.1352863841398444,0.22969345442310546,-0.03983987995210005,-0.7099856026766832,2.015309468280045,-0.9835947913492372,99.6466793995281
0.14113823603928885,0.32357621615081456,-1.084738985849743,1.802309791428143,0.13576535130009518,-0.42229338903197466,179.52413718349766
-1.159270689166867,2.5027995334418462,-0.18115475743781337,-0.45678322093828094,2.485017254969677,1.2996827895713254,244.61252806917992
-2.538511126054627,-1.6503783956471652,-1.7338609803145302,-1.6406012051299412,1.0100907805358226,0.08570209201339346,-309.24976644422526
0.5387160590759232,-0.018750841099802847,1.0684789209003418,1.0852134715578825,0.25486798959397927,-0.09157715603359945,162.82926720297974
0.19655740072878491,-0.7290446587946957,0.008627898917576322,0.5270042084546597,0.3547576931132181,0.6168865543932788,57.016773280925364
-0.30769127736700175,-0.5664398537322193,1.2674116548186567,0.49949823346865946,0.26902407317624666,0.5249178636458827,52.5054945423267
-1.506998398214272,1.285984007080293,-0.22425893425164034,-0.30224973045507003,0.6764607323616232,-0.3820089555778202,-3.8166887364825204
0.07198519493602167,1.146432013867845,0.317328953702337,0.6126807853910978,0.20823317071100667,-1.5188686591575296,111.75901492791297
-0.5238465339846312,0.13252727915175255,0.25853885438856355,-1.0420077064880067,-0.38265819207120916,0.06318276194719777,-170.6110393199642
-0.4404303261134769,1.1119370902047323,-1.0545949530880459,1.7923588842364655,-0.25638978303372556,-1.3007929193421919,158.83955982497585
1.2183773615339415,1.1908731459201802,0.053264172902313806,-1.2944795140982615,-0.08717708538271966,0.1331706263187827,8.16621558475812
-0.726520721797761,0.5443738550693713,0.48849534390640004,0.9215206430138925,-0.6869467945945568,0.33590936350427353,16.375115133220973
0.9240203382627827,-0.13864624371736975,-0.03577222473716005,0.7908615021587522,-1.2732331758311164,1.5317684215350404,74.33519683982084
2.130352390964892,0.9644386451809874,-0.34861874906298024,-0.38594668125880827,-0.763230034256277,1.795560774221474,95.2766403731501
0.42425261810087045,-0.2215743982040008,-0.7772280421551344,-0.3000035769377952,-0.8490728726936604,1.6295000432323286,-63.8615480646915
